,BookingID,LeadTimeInterval,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,MealPlan,Parking,RoomType,NumAdults,NumChildren,MarketSegment,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,BookingStatus
1668,30688,0,2018,3,2,2,5,Not Selected,0,0,2,0,0,0,0,0,74.23,1,Canceled
1669,30689,0,2017,10,22,0,1,Meal Plan 1,0,0,1,0,0,0,0,0,120.0,1,Canceled
1670,30690,0,2018,5,21,0,1,Meal Plan 1,0,0,2,0,0,0,0,0,135.9,1,Canceled
1671,30691,0,2017,11,17,0,2,Meal Plan 1,0,0,1,0,2,1,2,10,65.0,0,Canceled
1672,30692,1,2018,4,2,2,1,Meal Plan 1,0,0,2,0,0,0,0,0,87.3,1,Canceled
1673,30693,5,2018,8,8,1,4,Meal Plan 1,0,3,3,0,0,0,0,0,158.95,2,Not_Canceled
1674,30694,0,2018,2,24,0,1,Meal Plan 1,0,0,2,0,0,0,0,0,70.07,0,Canceled
1675,30695,3,2018,1,19,0,3,Meal Plan 1,0,0,1,0,1,0,0,0,80.0,0,Not_Canceled
1676,30696,1,2017,10,23,2,2,Meal Plan 1,0,2,2,0,0,0,0,0,110.09,1,Canceled
1677,30697,2,2018,6,2,0,3,Not Selected,0,0,2,0,0,0,0,0,116.1,0,Not_Canceled
1678,30698,0,2018,2,5,0,2,Meal Plan 1,0,2,2,0,0,0,0,0,82.8,0,Canceled
1679,30699,1,2017,11,12,2,3,Meal Plan 1,0,2,2,0,1,0,0,0,60.0,0,Canceled
1680,30700,2,2018,5,14,2,2,Meal Plan 1,0,2,2,0,0,0,0,0,87.05,1,Canceled
1681,30701,6,2018,6,15,0,2,Meal Plan 2,0,0,2,0,1,0,0,0,115.0,1,Not_Canceled
1682,30702,1,2018,1,27,0,2,Meal Plan 1,0,0,1,0,1,0,0,0,81.0,0,Canceled
1683,30703,2,2018,4,19,0,2,Meal Plan 1,0,0,1,0,1,0,0,0,115.0,0,Not_Canceled
1684,30704,0,2018,6,17,0,2,Meal Plan 1,0,0,2,0,1,0,0,0,85.0,0,Canceled
1685,30705,0,2017,8,8,0,1,Not Selected,0,0,2,0,0,0,0,0,89.0,1,Canceled
1686,30706,0,2018,1,5,0,1,Meal Plan 1,0,0,1,0,0,0,0,0,82.0,0,Canceled
1687,30707,3,2018,10,9,2,1,Meal Plan 1,0,2,3,0,0,0,0,0,151.2,2,Not_Canceled
1688,30708,6,2018,6,24,0,2,Meal Plan 2,0,0,1,0,1,0,0,0,90.0,0,Not_Canceled
1689,30709,0,2018,4,4,1,0,Meal Plan 1,0,0,1,0,0,0,0,0,95.0,0,Canceled
1690,30710,0,2018,4,27,0,3,Meal Plan 1,0,2,2,0,0,0,0,0,126.6,2,Canceled
1691,30711,1,2018,4,4,1,3,Meal Plan 1,0,0,3,0,1,0,0,0,105.0,1,Canceled
1692,30712,2,2017,7,1,2,4,Meal Plan 1,0,0,2,0,0,0,0,0,76.5,2,Canceled
1693,30713,2,2017,7,18,2,1,Meal Plan 2,0,0,2,0,1,0,0,0,94.5,0,Not_Canceled
1694,30714,0,2018,4,20,0,1,Meal Plan 1,0,0,1,0,2,1,0,2,95.0,0,Canceled
1695,30715,0,2018,10,10,1,2,Meal Plan 1,0,3,1,0,0,0,0,0,176.33,1,Canceled
1696,30716,0,2018,1,15,0,2,Not Selected,0,0,2,0,0,0,0,0,69.5,1,Canceled
1697,30717,2,2018,8,4,2,5,Meal Plan 1,0,0,2,0,1,0,0,0,85.0,0,Not_Canceled
1698,30718,0,2018,7,8,1,2,Meal Plan 1,0,0,2,0,1,0,0,0,85.0,0,Canceled
1699,30719,0,2018,1,15,0,2,Meal Plan 1,0,0,2,0,0,0,0,0,89.0,2,Canceled
1700,30720,2,2018,2,28,2,1,Meal Plan 1,0,0,1,0,1,0,0,0,61.0,0,Canceled
1701,30721,1,2017,11,4,1,4,Meal Plan 1,0,2,2,0,0,0,0,0,102.6,1,Canceled
1702,30722,0,2018,6,9,0,1,Not Selected,0,0,2,0,0,0,0,0,98.1,0,Canceled
1703,30723,2,2018,7,31,2,5,Meal Plan 1,0,2,3,0,0,0,0,0,151.59,1,Not_Canceled
1704,30724,0,2018,5,29,1,0,Meal Plan 1,0,2,3,0,0,0,0,0,147.0,1,Canceled
1705,30725,1,2018,3,20,2,2,Meal Plan 1,0,0,2,1,0,0,0,0,113.6,0,Not_Canceled
1706,30726,2,2018,6,8,0,3,Meal Plan 1,0,0,2,1,0,0,0,0,143.1,0,Not_Canceled
1707,30727,2,2018,11,11,0,1,Meal Plan 1,0,0,2,0,1,0,0,0,90.0,0,Canceled
1708,30728,0,2018,3,4,0,1,Meal Plan 1,0,0,1,0,0,0,0,0,85.0,0,Canceled
1709,30729,0,2018,8,13,1,1,Meal Plan 1,1,0,2,0,2,0,0,0,84.0,1,Canceled
1710,30730,1,2018,10,31,1,0,Meal Plan 1,0,2,3,0,0,0,0,0,123.3,0,Not_Canceled
1711,30731,1,2018,4,30,1,1,Meal Plan 1,0,0,2,1,1,0,0,0,114.57,0,Not_Canceled
1712,30732,2,2018,4,12,0,3,Meal Plan 1,0,0,2,0,0,0,0,0,96.3,2,Canceled
1713,30733,0,2018,1,25,1,1,Meal Plan 1,0,0,2,0,2,0,0,0,64.0,0,Canceled
1714,30734,2,2018,5,5,1,3,Meal Plan 1,0,2,2,0,0,0,0,0,95.88,1,Canceled
1715,30735,0,2018,5,20,0,2,Meal Plan 1,0,0,2,0,1,0,0,0,140.0,0,Canceled
1716,30736,2,2018,8,14,2,2,Not Selected,0,0,2,0,0,0,0,0,78.35,1,Canceled
1717,30737,4,2018,9,18,2,1,Meal Plan 1,0,2,2,0,1,0,0,0,90.95,1,Canceled
1718,30738,0,2017,11,20,0,2,Meal Plan 1,0,0,2,0,1,0,0,0,85.0,0,Canceled
1719,30739,0,2018,11,17,0,2,Not Selected,0,0,2,0,0,0,0,0,89.0,1,Canceled
1720,30740,0,2018,12,1,0,1,Meal Plan 1,0,3,2,2,0,0,0,0,174.0,0,Not_Canceled
1721,30741,0,2018,2,13,2,1,Not Selected,0,0,2,0,0,0,0,0,79.0,0,Canceled
1722,30742,0,2018,4,23,0,1,Meal Plan 1,0,0,2,0,0,0,0,0,90.78,0,Canceled
1723,30743,4,2018,3,25,1,2,Meal Plan 2,0,0,2,0,1,0,0,0,130.0,0,Not_Canceled
1724,30744,0,2017,10,29,1,3,Meal Plan 1,0,2,2,0,1,0,0,0,71.25,0,Canceled
1725,30745,0,2018,11,27,2,0,Not Selected,0,0,2,0,0,0,0,0,88.0,1,Canceled
1726,30746,1,2018,10,19,0,4,Meal Plan 1,0,2,2,0,0,0,0,0,117.6,0,Not_Canceled
1727,30747,6,2018,7,6,2,4,Meal Plan 1,0,0,1,0,1,0,0,0,110.0,0,Not_Canceled
1728,30748,1,2018,10,30,2,0,Meal Plan 2,0,0,2,0,1,0,0,0,105.0,0,Canceled
1729,30749,1,2018,11,30,2,4,Not Selected,0,0,1,0,0,0,0,0,48.5,1,Canceled
1730,30750,0,2018,5,24,0,2,Meal Plan 1,0,0,2,0,2,0,0,0,110.0,1,Canceled
1731,30751,1,2018,9,15,1,3,Meal Plan 1,0,3,2,2,0,0,0,0,187.11,0,Not_Canceled
1732,30752,4,2018,6,15,0,2,Meal Plan 1,0,0,1,0,1,0,0,0,130.0,0,Not_Canceled
1733,30753,1,2018,9,29,0,2,Meal Plan 2,0,2,2,0,0,0,0,0,149.77,3,Canceled
1734,30754,1,2017,11,20,0,2,Meal Plan 1,0,0,2,0,0,0,0,0,72.25,2,Canceled
1735,30755,0,2017,12,16,0,0,Not Selected,0,0,1,0,0,0,0,0,0.0,0,Canceled
1736,30756,0,2018,1,30,0,1,Meal Plan 1,0,0,2,1,1,0,0,0,77.6,0,Canceled
1737,30757,0,2018,1,18,1,0,Meal Plan 1,0,0,1,0,0,0,0,0,80.0,0,Canceled
1738,30758,0,2018,12,19,1,3,Meal Plan 1,0,0,2,0,0,0,0,0,88.4,0,Canceled
1739,30759,0,2018,8,15,1,1,Meal Plan 1,0,2,2,0,0,0,0,0,166.0,1,Canceled
1740,30760,3,2018,6,3,0,2,Meal Plan 1,0,0,2,0,0,0,0,0,106.2,1,Not_Canceled
1741,30761,0,2017,12,5,2,2,Meal Plan 1,0,0,2,0,0,1,1,0,69.0,0,Canceled
1742,30762,6,2018,9,22,0,3,Meal Plan 1,0,0,2,0,1,0,0,0,95.0,0,Not_Canceled
1743,30763,0,2018,9,16,0,1,Not Selected,0,0,2,0,0,0,0,0,139.0,0,Not_Canceled
1744,30764,3,2018,1,8,2,2,Meal Plan 1,0,2,2,0,0,0,0,0,87.0,1,Not_Canceled
1745,30765,3,2018,8,3,0,3,Meal Plan 1,0,0,2,0,1,0,0,0,72.25,0,Not_Canceled
1746,30766,0,2018,11,5,0,1,Meal Plan 1,0,0,2,0,1,0,0,0,130.0,0,Canceled
1747,30767,3,2017,8,29,2,1,Meal Plan 2,0,0,2,0,1,0,0,0,94.5,0,Not_Canceled
1748,30768,3,2018,7,14,0,2,Meal Plan 1,0,0,2,1,0,0,0,0,121.5,1,Not_Canceled
1749,30769,3,2018,5,21,2,5,Meal Plan 1,0,2,2,0,0,0,0,0,117.91,1,Not_Canceled
1750,30770,3,2018,8,8,1,4,Meal Plan 1,1,0,2,0,0,0,0,0,116.95,1,Not_Canceled
1751,30771,2,2018,12,8,0,3,Meal Plan 1,0,0,2,0,1,0,0,0,75.0,0,Canceled
1752,30772,1,2018,8,23,0,5,Meal Plan 2,0,0,1,0,0,0,0,0,108.65,2,Canceled
1753,30773,0,2018,6,21,0,1,Meal Plan 1,0,2,3,0,0,0,0,0,147.0,2,Canceled
1754,30774,1,2018,3,24,0,1,Meal Plan 1,0,0,2,0,0,0,0,0,99.0,0,Not_Canceled
1755,30775,0,2017,8,14,0,2,Meal Plan 2,0,0,2,0,1,0,0,0,109.0,0,Canceled
1756,30776,0,2018,12,29,0,3,Meal Plan 1,0,0,2,0,0,0,0,0,138.0,1,Canceled
1757,30777,2,2018,10,11,2,5,Meal Plan 1,0,2,2,0,0,0,0,0,132.3,0,Not_Canceled
1758,30778,6,2018,10,28,1,2,Meal Plan 1,0,0,2,0,0,0,0,0,96.3,2,Not_Canceled
1759,30779,0,2018,10,29,2,1,Meal Plan 1,0,0,2,0,0,0,0,0,146.67,1,Canceled
1760,30780,0,2018,10,17,1,1,Meal Plan 1,0,0,1,0,2,0,0,0,95.0,0,Canceled
1761,30781,0,2018,9,19,1,2,Meal Plan 1,0,0,1,0,2,0,0,0,119.0,0,Canceled
1762,30782,5,2017,9,4,1,2,Meal Plan 1,0,0,1,0,1,0,0,0,76.67,0,Not_Canceled
1763,30783,1,2018,6,9,1,3,Meal Plan 1,0,0,2,0,0,0,0,0,126.9,1,Canceled
1764,30784,2,2018,5,31,0,3,Meal Plan 1,0,0,1,0,2,0,0,0,100.0,0,Canceled
1765,30785,0,2018,11,25,0,2,Meal Plan 1,0,0,2,0,0,0,0,0,90.0,1,Canceled
1766,30786,2,2018,2,23,2,7,Meal Plan 1,0,0,1,0,1,0,0,0,60.0,0,Not_Canceled
1767,30787,4,2018,3,25,1,2,Meal Plan 2,0,0,2,0,1,0,0,0,130.0,0,Not_Canceled
1768,30788,0,2018,2,25,0,2,Meal Plan 1,0,0,2,0,0,0,0,0,93.0,0,Canceled
1769,30789,2,2018,7,16,2,2,Meal Plan 1,0,2,3,0,0,0,0,0,130.05,2,Canceled
1770,30790,8,2018,10,4,1,5,Meal Plan 1,0,0,2,0,1,0,0,0,90.0,0,Not_Canceled
1771,30791,0,2018,6,8,0,1,Meal Plan 1,0,0,2,0,1,0,0,0,120.0,0,Canceled
1772,30792,1,2018,9,2,1,2,Meal Plan 1,0,2,2,0,0,0,0,0,123.3,2,Canceled
1773,30793,0,2018,2,13,2,1,Meal Plan 1,0,0,2,1,0,0,0,0,109.0,2,Canceled
1774,30794,0,2017,10,19,1,2,Meal Plan 1,0,0,2,0,2,0,0,0,123.0,0,Canceled
1775,30795,0,2018,12,24,0,1,Meal Plan 1,0,0,2,0,0,0,0,0,116.0,1,Canceled
1776,30796,5,2018,8,12,0,1,Meal Plan 2,0,0,1,0,1,0,0,0,73.0,0,Not_Canceled
1777,30797,0,2017,12,5,1,1,Meal Plan 1,0,0,2,0,1,0,0,0,64.0,1,Canceled
1778,30798,3,2018,5,7,0,1,Meal Plan 1,0,3,2,2,0,0,0,0,177.3,0,Not_Canceled
1779,30799,3,2018,12,8,0,3,Meal Plan 1,0,0,2,0,0,0,0,0,80.0,0,Not_Canceled
1780,30800,0,2018,5,23,1,2,Meal Plan 1,0,0,1,0,0,0,0,0,97.02,1,Canceled
1781,30801,0,2017,9,29,0,4,Meal Plan 1,0,2,2,0,0,0,0,0,92.33,1,Canceled
1782,30802,3,2017,7,11,3,6,Meal Plan 1,0,0,1,0,0,0,0,0,68.0,1,Not_Canceled
1783,30803,0,2017,12,23,2,4,Meal Plan 1,0,0,3,0,0,0,0,0,91.68,1,Canceled
1784,30804,0,2018,10,14,1,2,Meal Plan 1,0,3,2,2,0,0,0,0,235.33,0,Not_Canceled
1785,30805,9,2018,10,23,2,0,Meal Plan 2,0,0,2,0,1,0,0,0,115.0,1,Not_Canceled
1786,30806,1,2017,10,13,0,4,Meal Plan 1,0,0,2,0,0,0,0,0,89.25,1,Canceled
1787,30807,0,2018,9,28,0,2,Meal Plan 1,0,0,1,0,0,0,0,0,129.0,2,Canceled
1788,30808,2,2017,10,16,0,2,Meal Plan 2,0,0,2,0,1,0,0,0,109.0,0,Not_Canceled
1789,30809,1,2017,10,9,1,2,Meal Plan 1,0,0,2,0,1,0,0,0,75.0,0,Canceled
1790,30810,1,2018,6,14,0,3,Meal Plan 1,0,0,1,0,1,0,0,0,120.0,0,Canceled
1791,30811,2,2018,9,13,0,5,Meal Plan 1,0,2,3,0,0,0,0,0,168.3,2,Canceled
1792,30812,0,2018,5,9,1,3,Meal Plan 1,0,2,2,0,0,0,0,0,141.0,3,Canceled
1793,30813,3,2018,8,26,0,2,Meal Plan 1,0,2,3,0,0,0,0,0,128.7,0,Not_Canceled
1794,30814,6,2018,6,24,0,2,Meal Plan 2,0,0,2,0,1,0,0,0,115.0,1,Not_Canceled
1795,30815,6,2018,10,5,1,4,Meal Plan 1,0,0,2,0,1,0,0,0,90.0,0,Not_Canceled
1796,30816,1,2018,6,8,0,1,Meal Plan 1,0,0,2,0,1,0,0,0,120.0,0,Canceled
1797,30817,0,2018,6,27,1,3,Meal Plan 1,0,0,1,0,1,0,0,0,68.0,0,Canceled
1798,30818,1,2018,9,15,0,1,Meal Plan 1,0,0,2,1,0,0,0,0,152.1,1,Canceled
1799,30819,2,2017,12,9,0,4,Meal Plan 1,0,0,2,0,1,0,0,0,70.0,1,Canceled
1800,30820,0,2018,8,21,2,0,Meal Plan 1,0,0,1,0,0,0,0,0,90.95,0,Canceled
1801,30821,7,2017,10,17,0,1,Meal Plan 1,0,0,2,0,1,0,0,0,67.0,0,Not_Canceled
1802,30822,7,2018,11,23,0,3,Not Selected,0,0,2,0,0,0,0,0,78.3,2,Not_Canceled
1803,30823,1,2017,11,6,0,2,Meal Plan 1,0,0,2,0,0,0,0,0,86.47,2,Canceled
1804,30824,1,2018,9,5,1,1,Meal Plan 1,0,0,1,1,0,0,0,0,120.15,4,Canceled
1805,30825,0,2018,8,20,0,1,Meal Plan 1,0,0,2,0,0,0,0,0,121.6,0,Canceled
1806,30826,0,2017,10,12,1,2,Meal Plan 1,0,0,2,0,0,0,0,0,73.87,0,Canceled
1807,30827,1,2018,10,9,1,0,Meal Plan 1,0,2,2,0,0,0,0,0,151.2,0,Not_Canceled
1808,30828,0,2018,5,5,0,3,Meal Plan 1,0,0,1,0,1,0,0,0,112.0,0,Canceled
1809,30829,1,2018,11,18,1,2,Meal Plan 1,0,0,1,0,0,0,0,0,86.4,3,Canceled
1810,30830,0,2018,11,11,2,2,Meal Plan 1,0,0,2,0,0,0,0,0,86.72,1,Canceled
1811,30831,1,2018,6,14,0,3,Meal Plan 1,0,0,1,0,1,0,0,0,120.0,0,Canceled
1812,30832,0,2018,6,17,0,1,Meal Plan 2,0,0,1,0,1,0,0,0,89.25,0,Canceled
1813,30833,0,2018,11,1,0,3,Meal Plan 1,0,0,2,0,1,0,0,0,75.0,0,Canceled
1814,30834,0,2017,8,31,1,3,Meal Plan 1,0,0,2,0,0,0,0,0,105.25,2,Canceled
1815,30835,3,2018,7,18,1,3,Meal Plan 1,0,2,2,0,0,0,0,0,114.33,1,Not_Canceled
1816,30836,0,2018,5,29,1,0,Not Selected,0,0,2,0,0,0,0,0,109.0,2,Canceled
1817,30837,3,2018,5,22,2,2,Meal Plan 1,0,0,2,1,0,0,0,0,116.95,2,Canceled
1818,30838,2,2018,9,5,2,5,Meal Plan 1,0,0,2,0,0,0,0,0,98.64,1,Not_Canceled
1819,30839,1,2018,11,14,1,5,Meal Plan 1,0,0,2,0,0,0,0,0,88.4,0,Not_Canceled
1820,30840,1,2018,1,30,2,2,Meal Plan 1,0,0,2,0,0,0,0,0,55.24,0,Not_Canceled
1821,30841,0,2018,7,30,0,1,Meal Plan 1,0,0,1,0,2,0,0,0,65.0,1,Canceled
1822,30842,2,2018,6,2,0,2,Meal Plan 1,0,0,2,0,1,0,0,0,100.0,0,Not_Canceled
1823,30843,3,2018,5,17,0,3,Not Selected,0,0,2,0,0,0,0,0,103.5,1,Not_Canceled
1824,30844,1,2018,4,6,0,1,Meal Plan 2,0,0,2,0,1,0,0,0,104.0,0,Canceled
1825,30845,1,2018,4,24,2,1,Meal Plan 1,0,0,1,1,0,0,0,0,115.5,0,Not_Canceled
1826,30846,0,2018,8,27,2,5,Not Selected,0,0,2,0,0,0,0,0,103.89,1,Canceled
1827,30847,1,2018,4,24,2,2,Meal Plan 1,0,0,2,0,0,0,0,0,99.66,1,Canceled
1828,30848,2,2018,6,9,0,3,Meal Plan 1,0,0,2,0,0,0,0,0,97.71,0,Not_Canceled
1829,30849,0,2017,9,13,2,3,Meal Plan 1,0,0,2,0,0,0,0,0,94.5,2,Canceled
1830,30850,0,2017,8,26,0,1,Meal Plan 1,0,0,2,0,3,0,0,0,0.0,0,Canceled
1831,30851,3,2018,8,22,1,4,Not Selected,0,0,2,0,0,0,0,0,90.9,0,Not_Canceled
1832,30852,6,2018,6,24,0,2,Meal Plan 2,0,0,2,0,1,0,0,0,115.0,1,Not_Canceled
1833,30853,2,2018,11,10,0,1,Not Selected,0,0,2,0,0,0,0,0,170.1,1,Not_Canceled
1834,30854,0,2018,12,19,1,0,Meal Plan 1,0,0,2,0,0,0,0,0,97.5,1,Canceled
1835,30855,7,2018,10,3,1,3,Meal Plan 1,0,0,2,0,1,0,0,0,100.0,0,Not_Canceled
1836,30856,3,2018,7,22,2,3,Meal Plan 1,0,0,2,0,0,0,0,0,101.15,0,Not_Canceled
1837,30857,0,2018,6,12,1,0,Meal Plan 1,1,2,3,0,0,0,0,0,133.95,0,Not_Canceled
1838,30858,1,2018,3,9,0,4,Not Selected,0,0,2,0,0,0,0,0,63.75,0,Not_Canceled
1839,30859,0,2017,9,28,1,3,Meal Plan 1,0,0,2,0,0,0,0,0,149.88,0,Not_Canceled
1840,30860,0,2018,4,1,1,2,Not Selected,0,0,2,0,0,0,0,0,107.1,0,Not_Canceled
1841,30861,8,2018,5,19,1,3,Meal Plan 1,0,0,2,0,1,0,0,0,80.0,0,Not_Canceled
1842,30862,5,2017,8,21,2,3,Meal Plan 1,0,0,2,0,0,0,0,0,76.5,3,Canceled
1843,30863,0,2017,10,16,0,2,Meal Plan 1,0,0,2,0,1,0,0,0,48.0,0,Canceled
1844,30864,0,2018,4,26,0,3,Meal Plan 2,0,0,2,0,1,0,0,0,96.0,0,Canceled
1845,30865,1,2017,9,21,1,1,Meal Plan 1,0,0,2,0,1,0,0,0,65.0,0,Canceled
1846,30866,0,2018,7,18,1,1,Meal Plan 1,0,0,1,0,1,0,0,0,85.0,0,Canceled
1847,30867,0,2018,8,25,0,1,Meal Plan 1,0,0,2,0,0,0,0,0,149.0,1,Canceled
1848,30868,2,2018,11,11,0,2,Meal Plan 1,0,2,2,0,0,0,0,0,144.45,2,Canceled
1849,30869,1,2018,12,5,1,4,Meal Plan 1,0,0,2,0,0,0,0,0,88.4,3,Canceled
1850,30870,5,2017,10,8,1,3,Meal Plan 1,0,0,2,0,1,0,0,0,72.75,0,Not_Canceled
1851,30871,1,2018,2,27,2,4,Meal Plan 1,0,0,2,0,1,0,0,0,61.5,1,Canceled
1852,30872,0,2017,10,25,2,1,Meal Plan 1,0,2,2,0,1,0,0,0,75.0,1,Canceled
1853,30873,2,2018,10,15,2,1,Meal Plan 1,0,0,1,0,1,0,0,0,115.0,0,Not_Canceled
1854,30874,0,2018,12,11,1,0,Meal Plan 1,0,0,2,0,1,0,0,0,89.0,0,Canceled
1855,30875,6,2017,9,14,1,2,Meal Plan 1,0,0,2,0,1,0,0,0,76.67,0,Not_Canceled
1856,30876,3,2018,7,30,2,5,Meal Plan 1,0,2,1,1,0,0,0,0,101.35,1,Not_Canceled
1857,30877,5,2018,5,20,0,2,Meal Plan 1,0,0,2,0,1,0,0,0,100.0,0,Not_Canceled
1858,30878,6,2018,5,13,1,2,Meal Plan 1,0,0,2,0,1,0,0,0,95.0,0,Not_Canceled
1859,30879,3,2018,3,24,1,3,Meal Plan 1,0,0,2,0,0,0,0,0,68.55,0,Not_Canceled
1860,30880,0,2018,1,16,2,5,Meal Plan 1,0,0,2,0,0,0,0,0,89.0,1,Canceled
1861,30881,1,2018,8,8,1,0,Meal Plan 1,0,2,3,0,0,0,0,0,168.3,1,Not_Canceled
1862,30882,0,2018,8,20,0,1,Meal Plan 1,0,0,2,0,0,0,0,0,130.0,1,Canceled
1863,30883,1,2018,11,19,2,2,Not Selected,0,0,2,0,0,0,0,0,63.58,0,Canceled
1864,30884,0,2018,12,30,1,2,Meal Plan 1,0,2,2,0,0,0,0,0,148.0,2,Canceled
1865,30885,1,2018,3,20,2,2,Meal Plan 1,0,3,2,2,0,0,0,0,168.63,0,Not_Canceled
1866,30886,0,2018,10,2,2,1,Meal Plan 1,0,0,1,0,0,0,0,0,6.0,0,Canceled
1867,30887,4,2018,10,8,2,1,Meal Plan 1,0,2,3,0,0,0,0,0,141.3,3,Canceled
1868,30888,0,2018,11,30,0,2,Meal Plan 1,0,0,1,0,2,1,1,6,65.0,1,Canceled
1869,30889,0,2018,3,12,2,2,Meal Plan 1,0,0,2,0,0,0,0,0,100.0,1,Canceled
1870,30890,7,2018,10,3,1,3,Meal Plan 1,0,3,2,0,0,0,0,0,168.3,0,Not_Canceled
1871,30891,0,2018,4,14,0,2,Meal Plan 2,0,2,2,0,0,0,0,0,157.5,0,Not_Canceled
1872,30892,2,2018,6,30,1,3,Meal Plan 1,0,0,2,0,0,0,0,0,88.01,1,Canceled
1873,30893,4,2018,8,24,0,2,Meal Plan 1,0,0,3,0,0,0,0,0,145.8,2,Not_Canceled
1874,30894,1,2018,11,2,0,3,Meal Plan 1,0,0,2,0,1,0,0,0,75.0,0,Canceled
1875,30895,0,2018,9,25,1,0,Not Selected,0,0,1,0,0,0,0,0,72.07,1,Canceled
1876,30896,7,2018,7,21,0,2,Meal Plan 2,0,0,2,0,1,0,0,0,115.0,0,Not_Canceled
1877,30897,1,2017,10,18,2,3,Meal Plan 1,0,0,1,0,0,0,0,0,105.0,2,Canceled
1878,30898,2,2018,7,13,0,3,Meal Plan 1,0,0,2,0,1,0,0,0,72.25,0,Canceled
1879,30899,7,2018,12,1,0,3,Meal Plan 1,0,2,2,0,0,0,0,0,91.8,1,Not_Canceled
1880,30900,0,2018,12,2,2,2,Not Selected,0,0,2,0,0,0,0,0,76.29,1,Canceled
1881,30901,2,2018,6,9,2,3,Not Selected,0,0,2,0,0,0,0,0,105.26,0,Not_Canceled
1882,30902,1,2018,3,29,0,4,Meal Plan 1,0,2,2,0,0,0,0,0,98.6,1,Canceled
1883,30903,0,2018,1,19,0,2,Meal Plan 1,0,0,1,0,1,0,0,0,71.0,0,Canceled
1884,30904,3,2018,7,18,1,1,Not Selected,0,0,2,0,0,0,0,0,103.5,0,Not_Canceled
1885,30905,3,2017,8,29,2,1,Meal Plan 2,0,0,2,0,1,0,0,0,94.5,0,Not_Canceled
1886,30906,1,2018,7,11,1,5,Meal Plan 1,0,0,2,0,1,0,0,0,85.0,1,Canceled
1887,30907,3,2018,6,30,0,3,Meal Plan 1,0,0,1,0,0,0,0,0,90.9,0,Not_Canceled
1888,30908,4,2018,3,25,1,2,Meal Plan 2,0,0,2,0,1,0,0,0,130.0,0,Not_Canceled
1889,30909,2,2018,4,4,1,2,Meal Plan 1,0,0,2,0,1,0,0,0,80.0,0,Not_Canceled
1890,30910,0,2018,4,30,0,1,Meal Plan 1,0,2,2,0,0,0,0,0,156.0,0,Not_Canceled
1891,30911,0,2018,8,17,0,1,Meal Plan 1,0,0,1,0,0,0,0,0,124.0,1,Canceled
1892,30912,0,2018,10,2,2,0,Meal Plan 1,0,0,2,0,0,0,0,0,160.0,1,Canceled
1893,30913,0,2018,12,11,1,0,Meal Plan 1,0,0,2,0,1,0,0,0,80.0,0,Canceled
1894,30914,0,2018,2,20,1,1,Meal Plan 1,0,0,2,0,0,0,0,0,72.8,2,Canceled
1895,30915,1,2018,10,30,2,3,Meal Plan 1,0,0,1,0,0,0,0,0,87.48,2,Canceled
1896,30916,3,2018,7,2,0,1,Not Selected,0,0,2,0,0,0,0,0,85.5,0,Not_Canceled
1897,30917,2,2018,4,15,2,2,Meal Plan 1,0,2,2,0,0,0,0,0,95.2,1,Canceled
1898,30918,7,2018,8,18,0,2,Meal Plan 2,0,0,2,0,1,0,0,0,115.0,1,Not_Canceled
1899,30919,0,2018,4,18,1,0,Not Selected,0,0,1,0,0,0,0,0,89.0,1,Canceled
1900,30920,1,2018,3,10,0,3,Not Selected,0,0,2,0,0,0,0,0,67.5,1,Canceled
1901,30921,7,2018,11,25,0,2,Meal Plan 1,0,0,2,0,1,0,0,0,52.0,0,Not_Canceled
1902,30922,1,2018,2,8,1,2,Meal Plan 1,0,1,2,0,0,0,0,0,71.52,0,Not_Canceled
1903,30923,2,2018,10,21,2,2,Not Selected,0,0,2,0,0,0,0,0,108.0,1,Not_Canceled
1904,30924,1,2018,8,8,1,1,Meal Plan 1,0,3,2,2,0,0,0,0,207.9,0,Not_Canceled
1905,30925,1,2018,6,22,0,2,Not Selected,0,0,2,0,0,0,0,0,89.1,1,Canceled
1906,30926,1,2018,4,28,2,3,Meal Plan 1,0,1,2,0,0,0,0,0,116.1,0,Not_Canceled
1907,30927,0,2017,9,23,0,3,Meal Plan 2,0,0,2,0,1,0,0,0,224.67,0,Not_Canceled
1908,30928,0,2018,8,27,2,2,Not Selected,0,0,2,0,0,0,0,0,107.55,2,Canceled
1909,30929,1,2018,11,19,1,1,Meal Plan 1,0,0,1,0,0,0,0,0,86.4,0,Canceled
1910,30930,2,2018,4,6,0,1,Meal Plan 1,0,0,2,0,1,0,0,0,75.0,0,Canceled
1911,30931,0,2017,12,5,2,1,Meal Plan 1,0,0,2,0,1,0,0,0,63.0,0,Canceled
1912,30932,0,2018,1,4,1,1,Meal Plan 1,0,1,2,0,0,0,0,0,76.25,1,Canceled
1913,30933,3,2017,12,27,2,2,Meal Plan 1,0,0,2,0,0,0,0,0,72.25,1,Canceled
1914,30934,0,2018,3,31,0,2,Meal Plan 1,1,0,1,0,2,0,0,0,67.0,0,Canceled
1915,30935,7,2018,8,19,0,2,Meal Plan 2,0,0,2,0,1,0,0,0,115.0,0,Not_Canceled
